Name,Ingredients,Making,Link,Glass,Garnish,Type,Flavor
Jodi May,"['1 1⁄2 shot Bourbon whiskey', '1⁄2 shot De Kuyper Triple Sec (40%)', '2 1⁄2 shot Orange juice (freshly squeezed)', '1 1⁄2 shot Cranberry juice (sweetened)', '1⁄4 shot Lime juice (freshly squeezed)']",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/1068/jodi-may,Collins glass,Orange slice,,
Josephine Baker,"['1 1⁄2 shot Rémy Martin 1738 Cognac', '1 1⁄2 shot Tawny port', '1 shot De Kuyper Apricot Brandy liqueur', ""1⁄4 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", '1 fresh Lemon peel', '1 fresh Egg yolk']",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/2458/josephine-baker,Martini glass,Dust with cinnamon powder,,
Judy (Alcohol-free*),"['2 shot Pink grapefruit juice (freshly squeezed)', '3 shot Pineapple juice (fresh pressed)', '1⁄2 shot Lemon juice (freshly squeezed)', '1⁄2 shot Lime cordial (sweetened lime juice)']",SHAKE all ingredients with ice and strain into ice-filled glass.,https://www.diffordsguide.com/cocktails/recipe/1074/judy-alcohol-free,Collins glass,Lime wedge,Nonalcoholic,
Jumbled Fruit Julep,"['4 fresh Mint leaves', '3 fresh Strawberries (hulled, small & ripe)', '2 shot Ketel One Vodka', '1 shot Apple juice (apple cider) unsweetened & unfiltered', '1⁄2 shot Passion fruit syrup', '1⁄2 shot Lime juice (freshly squeezed)']","MUDDLE strawberries and then mint in base of shaker (just to bruise mint). Add other ingredients, SHAKE with ice and strain into glass filled with crushed ice.",https://www.diffordsguide.com/cocktails/recipe/1079/jumbled-fruit-julep,Collins glass,Strawberry & mint sprig,,
June Bug,"['1 shot Green melon liqueur', '1 shot Giffard Banane du Brésil liqueur', '1 shot Coconut rum liqueur (35-40% alc./vol.)', '4 shot Pineapple juice (fresh pressed)', '1 shot Lime juice (freshly squeezed)']",SHAKE all ingredients with ice and strain into glass filled with crushed ice. Serve with straws.,https://www.diffordsguide.com/cocktails/recipe/1081/june-bug,Hurricane glass,Pineapple wedge & Luxardo Maraschino cherry,,
Jungle Juice,"['1 shot Ketel One Vodka', '1 shot Bacardi Carta Blanca light rum', '1⁄2 shot De Kuyper Triple Sec (40%)', '1 shot Cranberry juice (sweetened)', '1 shot Orange juice (freshly squeezed)', '1 shot Pineapple juice (fresh pressed)', '3⁄4 shot Lime juice (freshly squeezed)', ""1⁄4 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)""]",SHAKE all ingredients with ice and strain into ice-filled glass.,https://www.diffordsguide.com/cocktails/recipe/1084/jungle-juice,Collins glass,Orange slice,,
Katinka,"['1 1⁄2 shot Ketel One Vodka', '1⁄2 shot De Kuyper Apricot Brandy liqueur', '1 shot Lime juice (freshly squeezed)', ""1⁄2 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)""]",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/1090/katinka,Martini glass,Lime wedge,,
Katrina Cocktail,"['2 shot Patrón Reposado tequila', '1⁄4 shot Bebo Coffee Liqueur', '1⁄6 shot La Fée Parisienne absinthe', '1⁄4 shot Giffard Framboise de Ronce (raspberry liqueur)', '1 shot Apple juice (apple cider) unsweetened & unfiltered']",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/2703/katrina-cocktail,Old-fashioned glass,Dust with freshly grated nutmeg,,"['Gentle 0 - Boozy 10: 8', 'Sweet 0 - Dry/Sour 10: 6']"
Kentucky Flyer,"['1 3⁄4 shot Daddy Rack Tennessee Whiskey', '1⁄2 shot Lemon juice (freshly squeezed)', '1⁄4 shot Luxardo Maraschino liqueur', ""1⁄4 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", '1⁄4 shot Chilled water (optional)']",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/11560/kentucky-flyer,Coupe glass,2 skewered Luxardo Maraschino cherries & speared mint sprig bouquet,,"['Gentle 0 - Boozy 10: 7', 'Sweet 0 - Dry/Sour 10: 7']"
Kentucky Mac,"['2 slice Root ginger (thumbnail-sized slice)', '2 fresh Mint leaves', '1 1⁄2 shot Bourbon whiskey', '1 shot Ginger liqueur', '2 shot Apple juice (apple cider) unsweetened & unfiltered']","MUDDLE ginger and mint in base of shaker. Add other ingredients, SHAKE with ice and strain into glass filled with crushed ice.",https://www.diffordsguide.com/cocktails/recipe/1096/kentucky-mac,Old-fashioned glass,Mint sprig,,
Kentucky Tea,"['1 1⁄2 shot Bourbon whiskey', '3⁄4 shot De Kuyper Triple Sec (40%)', '3⁄4 shot Lime juice (freshly squeezed)', ""1⁄3 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", '2 shot Thomas Henry Ginger Ale']",SHAKE first 4 ingredients with ice and fine strain into ice-filled glass. TOP with ginger ale.,https://www.diffordsguide.com/cocktails/recipe/1099/kentucky-tea,Collins glass,Lime wedge,,"['Gentle 0 - Boozy 10: 7', 'Sweet 0 - Dry/Sour 10: 6']"
Key West Cooler,"['2 shot Ketel One Vodka', '1 shot Coconut rum liqueur (35-40% alc./vol.)', '1 1⁄2 shot Cranberry juice (sweetened)', '1 1⁄2 shot Orange juice (freshly squeezed)']",SHAKE all ingredients with ice and strain into ice-filled glass.,https://www.diffordsguide.com/cocktails/recipe/1104/key-west-cooler,Collins glass,Lime wedge,,
Kill Bill cocktail,"['3⁄4 shot Ketel One Vodka', '1⁄2 shot Kwai Feh lychee liqueur', '2 shot Thomas Henry Ginger Ale']",POUR all ingredients into ice-filled glass and briefly stir.,https://www.diffordsguide.com/cocktails/recipe/3523/kill-bill-cocktail,Old-fashioned glass,Mint sprigs bouquet,,"['Gentle 0 - Boozy 10: 4', 'Sweet 0 - Dry/Sour 10: 4']"
Killer Punch,"['1 shot Ketel One Vodka', '1⁄2 shot Green melon liqueur', '1⁄2 shot Disaronno amaretto', '1⁄2 shot Lime juice (freshly squeezed)', '3 1⁄2 shot Cranberry juice (sweetened)']",SHAKE all ingredients with ice and strain into ice-filled glass.,https://www.diffordsguide.com/cocktails/recipe/1106/killer-punch,Collins glass,Lime wedge,,
Kir Spritz,"['3 shot Brut champagne or sparkling wine', '1 1⁄2 shot Giffard Noir de Bourgogne Cassis', 'Top up with Thomas Henry Soda Water']",POUR ingredients into ice-filled glass in the following order.,https://www.diffordsguide.com/cocktails/recipe/3401/kir-spritz,Wine glass,Lemon zest twist & blackcurrants/blackberries,,
Kirsch Cosmo,"['1 shot Kirschwasser (cherry) eau-de-vie', '1 shot De Kuyper Triple Sec (40%)', '1 1⁄2 shot Cranberry juice (sweetened)', '1⁄2 shot Lime juice (freshly squeezed)']",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/3251/kirsch-cosmo,Martini glass,Orange zest twist,,"['Gentle 0 - Boozy 10: 7', 'Sweet 0 - Dry/Sour 10: 5']"
Knockout Martini,"['1 1⁄2 shot Rutte Dry Gin', '1 1⁄2 shot Martini Extra Dry vermouth', '1⁄4 shot La Fée Parisienne absinthe', '1⁄4 shot Giffard Menthe Pastille white crème de menthe']",STIR all ingredients with ice and strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/1120/knockout-martini,Coupe glass,Star anise,,
Kretchma,"['2 shot Ketel One Vodka', '3⁄4 shot Dutch Cacao white crème de cacao', '1⁄2 shot Lemon juice (freshly squeezed)', '1⁄6 shot Giffard Grenadine syrup']",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/1125/kretchma,Martini glass,Dust with chocolate powder,,
L'esprit de l'escalier,"['1 shot Rémy Martin 1738 Cognac', '2⁄3 shot Absinthe vermouth', '1⁄3 shot Poire William eau-de-vie', '1⁄6 shot Giffard Banane du Brésil liqueur', '3 dash Orange Bitters by Angostura']",STIR all ingredients with ice and strain into ice-filled glass (or in place of ice use cold over frozen river stones to chill to avoid dilution from ice).,https://www.diffordsguide.com/cocktails/recipe/3677/lesprit-de-lescalier,Old-fashioned glass,Lemon zest twist,,
L'Expérience,"['1 2⁄3 shot Ketel One Vodka', '2⁄3 shot Fiorente Elderflower liqueur', '2⁄3 shot Lemon juice (freshly squeezed)', ""5⁄12 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", '3 fresh Basil leaves']",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/9892/lexperience,Coupe glass,Lemongrass stick,,"['Gentle 0 - Boozy 10: 6', 'Sweet 0 - Dry/Sour 10: 5']"
La Bouche Reelle (The Real Mouth),"['2 spoon Orange marmalade', '1 shot Rémy Martin 1738 Cognac', '1⁄2 shot Bourbon whiskey', '1⁄2 shot Italian red bitter liqueur', '1⁄2 shot Lemon juice (freshly squeezed)', '2 dash Orange Bitters by Angostura', '1⁄2 shot Pasteurised egg white (or aquafaba)', ""1⁄6 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)""]",SHAKE all ingredients with ice and serve into ice-filled glass.,https://www.diffordsguide.com/cocktails/recipe/3779/la-bouche-reelle-the-real-mouth,Old-fashioned glass,Orange zest twist (discarded) & orange wedge,,
La Feuille Morte,"['1 shot Ricard Pastis', '1⁄2 shot Giffard Grenadine syrup', '1⁄2 shot Green mint (menthe verte) syrup', 'Top up with Chilled water']","POUR first 3 ingredients into glass. Serve iced water separately in a small jug (known in France as a 'broc') so the customer can dilute to their own taste. (I recommend five shots). Lastly, add ice to fill glass.",https://www.diffordsguide.com/cocktails/recipe/742/la-feuille-morte,Collins glass,None,,
LA Iced Tea,"['1⁄2 shot Ketel One Vodka', '1⁄2 shot Rutte Dry Gin', '1⁄2 shot Bacardi Carta Blanca light rum', '1⁄2 shot De Kuyper Triple Sec (40%)', '1⁄2 shot Green melon liqueur', '1 shot Lime juice (freshly squeezed)', ""1⁄2 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", '1 shot Thomas Henry Soda Water']",SHAKE first 7 ingredients with ice and strain into ice-filled glass. TOP with soda.,https://www.diffordsguide.com/cocktails/recipe/1127/la-iced-tea,Sling glass,Lime wedge,,"['Gentle 0 - Boozy 10: 8', 'Sweet 0 - Dry/Sour 10: 6']"
La Violetta,"['1 shot Rutte Dry Gin', '1⁄2 shot Crème de violette liqueur', '1⁄2 shot Lemon juice (freshly squeezed)', ""1⁄6 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", '1 shot Prosecco sparkling wine']",SHAKE first 4 ingredients with ice and fine strain into chilled glass. TOP with splash of prosecco.,https://www.diffordsguide.com/cocktails/recipe/6854/la-violetta,Coupe glass,Float dehydrated lemon wheel slice,,"['Gentle 0 - Boozy 10: 7', 'Sweet 0 - Dry/Sour 10: 6']"
Lago Cosmo,"['1 1⁄2 shot Cranberry flavoured vodka', '3⁄4 shot De Kuyper Triple Sec (40%)', '1 3⁄4 shot Orange juice (freshly squeezed)', '1⁄4 shot Lime juice (freshly squeezed)', ""1⁄2 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)""]",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/1131/lago-cosmo,Martini glass,Orange zest twist,,
LCB Cocktail,"['2 shot Ketel One Vodka', '3⁄4 shot Sauvignon blanc wine', '2 shot Pink grapefruit juice (freshly squeezed)', ""1⁄4 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)""]",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/1135/lcb-cocktail,Martini glass,Lemon zest twist,,
Le Chateau,"['1 1⁄2 shot Rémy Martin 1738 Cognac', '2⁄3 shot Bénédictine D.O.M.', '2⁄3 shot Bittersweet orange-red aperitivo', ""1 dash Peychaud's or other Creole-style bitters"", '1 dash Orange Bitters by Angostura']",STIR all ingredients with ice and strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/3758/le-chateau,Coupe glass,Grapefruit zest twist,,
Le Roi Soleil (The Sun King),"['3 fresh Blackberries', '1 1⁄2 shot Rémy Martin 1738 Cognac', '1⁄3 shot Giffard Framboise de Ronce (raspberry liqueur)', '1⁄6 shot De Kuyper Triple Sec (40%)', ""1⁄6 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", ""1 dash Peychaud's or other Creole-style bitters""]","MUDDLE blackberries in stirring glass. Add other ingredients, STIR with ice and fine strain into chilled glass. (Be sure to use very fine strainer and beware this recipe only fills a 3oz glass so consider multiplying ingredients.)",https://www.diffordsguide.com/cocktails/recipe/3778/le-roi-soleil-the-sun-king,Coupe glass,Blackberry & raspberry dusted with icing sugar plus dark chocolate.,,
Lemon Curd Cocktail,"['2 shot Ketel One Citroen Vodka', '3 spoon Lemon curd', '1⁄2 shot Lemon juice (freshly squeezed)']",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/1142/lemon-curd-cocktail,Martini glass,Lemon wedge,,
Lemon Drop,"['1⁄2 shot Ketel One Vodka', '1⁄2 shot De Kuyper Triple Sec (40%)', '1⁄2 shot Lemon juice (freshly squeezed)']",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/1143/lemon-drop,Shot glass,Sugar coated lemon slice,,
Lemon Lime & Bitters (Alcohol-free*),"['1⁄2 shot Lime juice (freshly squeezed)', '5 shot Lemonade', '4 dash Angostura Aromatic Bitters']",POUR lime and lemonade into ice-filled glass and briefly stir. DASH bitters onto surface of drink and serve with straws so drinker can stir in bitters.,https://www.diffordsguide.com/cocktails/recipe/2466/lemon-lime-and-bitters-alcohol-free,Collins glass,Lime wedge,Nonalcoholic,
LIFE (Love in the Future Ecstasy),"['7 fresh Mint leaves', '1 1⁄2 shot Ketel One Vodka', '1 shot Lime juice (freshly squeezed)', ""1⁄2 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", '1 shot Green tea liqueur']","MUDDLE mint in base of shaker. Add next three ingredients, SHAKE with ice and fine strain into glass filled with crushed ice. DRIZZLE tea liqueur over drink.",https://www.diffordsguide.com/cocktails/recipe/1154/life-love-in-the-future-ecstasy,Old-fashioned glass,Mint leaf,,
Light Breeze,"['2 shot Pernod anise', '3 shot Cranberry juice (sweetened)', '2 shot Pink grapefruit juice (freshly squeezed)']",POUR all ingredients into ice-filled glass. Stir and serve with straws.,https://www.diffordsguide.com/cocktails/recipe/1155/light-breeze,Collins glass,Lemon slice,,
Lighter Breeze,"['1 shot Fiorente Elderflower liqueur', '1⁄2 shot Pernod anise', '3 shot Apple juice (apple cider) unsweetened & unfiltered', '1⁄2 shot Cranberry juice (sweetened)']",POUR all ingredients into ice-filled glass. Stir and serve with straws.,https://www.diffordsguide.com/cocktails/recipe/1156/lighter-breeze,Collins glass,Apple wedge,,
Lima Sour,"['2 shot BarSol Mosto Verde Italia Pisco', '1⁄2 shot Luxardo Maraschino liqueur', '3⁄4 shot Pink grapefruit juice (freshly squeezed)', '3⁄4 shot Lime juice (freshly squeezed)', ""3⁄4 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)""]",BLEND all ingredients with 6oz scoop of crushed ice. Serve with straws.,https://www.diffordsguide.com/cocktails/recipe/1157/lima-sour,Old-fashioned glass,Lemon zest twist,,
Lime Breeze,"['2 shot Lime flavoured vodka', '3 shot Cranberry juice (sweetened)', '1 1⁄2 shot Pink grapefruit juice (freshly squeezed)']",SHAKE all ingredients with ice and fine strain into ice-filled glass.,https://www.diffordsguide.com/cocktails/recipe/1159/lime-breeze,Collins glass,Lime wedge,,
Limeosa,"['1 shot Lime flavoured vodka', '2 shot Orange juice (freshly squeezed)', 'Top up with Brut champagne or sparkling wine']",SHAKE first two ingredients with ice and fine strain into chilled glass. TOP with champagne and gently stir.,https://www.diffordsguide.com/cocktails/recipe/1163/limeosa,Flute glass,None,,
Limey,"['2 shot Lime flavoured vodka', '1⁄2 shot Lime juice (freshly squeezed)', ""1⁄2 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", '1⁄6 shot Lime cordial (sweetened lime juice)', '3 dash Angostura Aromatic Bitters', '1⁄2 shot Chilled water (omit if using wet ice)']",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/1165/limey,Martini glass,Lime zest twist,,
Limnology,"['2 shot Lime flavoured vodka', '1 shot Lime cordial (sweetened lime juice)', '3⁄4 shot Chilled water (reduce if wet ice)']",STIR all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/1170/limnology,Martini glass,Lime zest twist,,
Limoncello Gin Fizz,"['1 1⁄2 shot Rutte Dry Gin', '1⁄2 shot Pallini Limoncello liqueur', '1⁄2 shot Lime juice (freshly squeezed)', ""1⁄6 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", '2 1⁄2 shot Thomas Henry Soda Water']",SHAKE first 5 ingredients with ice and fine strain into ice-filled glass. TOP with soda.,https://www.diffordsguide.com/cocktails/recipe/5204/limoncello-gin-fizz,Collins glass,Thyme sprigs or lemon wheel,,"['Gentle 0 - Boozy 10: 6', 'Sweet 0 - Dry/Sour 10: 6']"
Limousine,"['2 shot Lime flavoured vodka', '1 shot Krupnik spiced honey liqueur', '4 shot Camomile tea (hot)']",Place bar spoon in glass. POUR ingredients into glass and stir.,https://www.diffordsguide.com/cocktails/recipe/1172/limousine,Old-fashioned glass,Lime wedge,,
Liquorice All Sort,"['1 shot Black sambuca liqueur', '1 shot Giffard Banane du Brésil liqueur', '1 shot Giffard Fraise des Bois liqueur', '1 shot De Kuyper Blue Curaçao', 'Top up with Lemon-lime soda (Sprite/7-Up)']",SHAKE first four ingredients with ice and strain into ice-filled glass. TOP with lemonade.,https://www.diffordsguide.com/cocktails/recipe/1174/liquorice-all-sort,Collins glass,Liquorice Allsorts,,
Liquorice Cocktail,"['2 shot Rutte Dry Gin', '1⁄4 shot Black sambuca liqueur', ""1⁄6 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)""]",STIR all ingredients with ice and strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/1175/liquorice-cocktail,Martini glass,Liquorice,,
Liquorice Shot,"['1⁄2 shot Ketel One Vodka', '1⁄2 shot Sambuca', '1⁄3 shot Giffard Noir de Bourgogne Cassis']",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/1176/liquorice-shot,Shot glass,None,,
Lo Mismo,"['2 shot Bacardi Carta Blanca light rum', 'Top up with Thomas Henry Soda Water']",POUR ingredients into ice-filled glass.,https://www.diffordsguide.com/cocktails/recipe/2504/lo-mismo,Old-fashioned glass,Lime zest twist,,
Lola,"['1 1⁄2 shot Havana Club 3 Year Old rum', '1⁄2 shot Mandarine Napoleon liqueur', '1⁄2 shot Dutch Cacao white crème de cacao', '1 shot Orange juice (freshly squeezed)', '1⁄2 shot Single cream / half-and-half']",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/1182/lola,Martini glass,Orange zest twist,,
London Fog,"['1 1⁄2 shot Rutte Dry Gin', '1⁄4 shot La Fée Parisienne absinthe', ""1⁄12 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)""]",SHAKE all ingredients with ice and strain into chilled glass filled with crushed ice.,https://www.diffordsguide.com/cocktails/recipe/1186/london-fog,Old-fashioned glass,Lemon zest twist,,"['Gentle 0 - Boozy 10: 8', 'Sweet 0 - Dry/Sour 10: 8']"
Lonely Bull,"['1 1⁄2 shot Patrón Reposado tequila', '1 1⁄2 shot Bebo Coffee Liqueur', '3⁄4 shot Single cream / half-and-half', '3⁄4 shot Milk (whole milk/full 3-4% fat)']",SHAKE all ingredients with ice and strain into ice-filled glass.,https://www.diffordsguide.com/cocktails/recipe/1187/lonely-bull,Old-fashioned glass,Dust with grated nutmeg,,
Long Beach Iced Tea,"['1⁄2 shot Bebo Coffee Liqueur', '1⁄2 shot Patrón Reposado tequila', '1⁄2 shot Bacardi Carta Blanca light rum', '1⁄2 shot Rutte Dry Gin', '1⁄2 shot Ketel One Vodka', '1 shot Lime juice (freshly squeezed)', ""1⁄2 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", '2 shot Cranberry juice (sweetened)']",SHAKE all ingredients with ice and strain into ice-filled glass.,https://www.diffordsguide.com/cocktails/recipe/2708/long-beach-iced-tea,Collins glass,Lemon slice,,"['Gentle 0 - Boozy 10: 6', 'Sweet 0 - Dry/Sour 10: 6']"
Lotus Cocktail,"['7 fresh Mint leaves', '2 shot Rutte Dry Gin', '1⁄4 shot De Kuyper Blue Curaçao', '1 shot Lychee juice drink', '1⁄4 shot Giffard Grenadine syrup']","Lightly MUDDLE mint (just to bruise) in base of shaker. Add other ingredients, SHAKE with ice and fine strain into chilled glass.",https://www.diffordsguide.com/cocktails/recipe/1193/lotus-cocktail,Martini glass,Mint leaf,,"['Gentle 0 - Boozy 10: 3', 'Sweet 0 - Dry/Sour 10: 8']"
Louisiana Trade,"['2 shot Southern USA-style liqueur 40% (e.g. Southern Comfort)', '1 shot Lime juice (freshly squeezed)', ""1⁄4 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", '1⁄2 shot Maple syrup']",SHAKE all ingredients with ice and strain into glass filled with crushed ice.,https://www.diffordsguide.com/cocktails/recipe/1195/louisiana-trade,Old-fashioned glass,Lime wedge,,
Love Junk,"['2 shot Ketel One Vodka', '1⁄2 shot Green melon liqueur', '1⁄2 shot Peachtree peach schnapps', '1 1⁄2 shot Apple juice (apple cider) unsweetened & unfiltered']",SHAKE all ingredients with ice and strain into ice-filled glass.,https://www.diffordsguide.com/cocktails/recipe/1196/love-junk,Old-fashioned glass,Apple wedge,,
Loved Up,"['1 1⁄2 shot Patrón Reposado tequila', '1⁄2 shot De Kuyper Triple Sec (40%)', '1⁄2 shot Giffard Framboise de Ronce (raspberry liqueur)', '1⁄2 shot Lime juice (freshly squeezed)', '1 shot Orange juice (freshly squeezed)', ""1⁄4 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)""]",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/1197/loved-up,Martini glass,Seasonal berries,,"['Gentle 0 - Boozy 10: 7', 'Sweet 0 - Dry/Sour 10: 5']"
Lucky Lindy,"['3 spoon Honey', '2 shot Bourbon whiskey', '1⁄2 shot Lemon juice (freshly squeezed)', 'Top up with Lemon-lime soda (Sprite/7-Up)']","STIR honey with bourbon and lemon juice in base of shaker so as to dissolve honey. Add ice, SHAKE and strain into ice-filled glass. TOP with lemonade, lightly stir and serve with straws.",https://www.diffordsguide.com/cocktails/recipe/1199/lucky-lindy,Collins glass,Lemon slice,,
Lush,"['1 shot Ketel One Vodka', '1⁄2 shot Giffard Framboise de Ronce (raspberry liqueur)', '3 shot Brut champagne or sparkling wine']","POUR vodka and liqueur into chilled glass, TOP with champagne and lightly stir.",https://www.diffordsguide.com/cocktails/recipe/1200/lush,Flute glass,Raspberries,,"['Gentle 0 - Boozy 10: 5', 'Sweet 0 - Dry/Sour 10: 6']"
Lutkins Special Martini,"['1 1⁄2 shot Rutte Dry Gin', '1⁄2 shot De Kuyper Apricot Brandy liqueur', '1 shot Martini Extra Dry vermouth', '3⁄4 shot Orange juice (freshly squeezed)']",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/1201/lutkins-special-martini,Martini glass,Orange zest twist,,
Luxury Cocktail,"['2 shot Rutte Dry Gin', '3⁄4 shot Fruit cup liqueur', '1⁄2 shot Giffard Banane du Brésil liqueur', '3⁄4 shot Martini Rosso sweet vermouth', '1⁄4 shot Lime cordial (sweetened lime juice)', '3 dash Angostura Aromatic Bitters']",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/1203/luxury-cocktail,Martini glass,None,,
Lychee & Blackcurrant Cocktail,"['2 shot Rutte Dry Gin', '1⁄2 shot Kwai Feh lychee liqueur', '1⁄4 shot Lime cordial (sweetened lime juice)', '1⁄4 shot Giffard Noir de Bourgogne Cassis', '1⁄3 shot Chilled water (omit if using wet ice)']",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/1205/lychee-and-blackcurrant-cocktail,Martini glass,Lychee,,"['Gentle 0 - Boozy 10: 7', 'Sweet 0 - Dry/Sour 10: 6']"
Lychee Mac,"[""2 1⁄4 shot Dewar's 12 Year Old Scotch whisky"", '1 shot Kwai Feh lychee liqueur', '3⁄4 shot Green ginger wine']",SHAKE all ingredients with ice and strain into ice-filled glass.,https://www.diffordsguide.com/cocktails/recipe/1208/lychee-mac,Old-fashioned glass,Lychee,,
Lychee Rickey,"['2 shot Rutte Dry Gin', '1 shot Kwai Feh lychee liqueur', '1⁄2 shot Lime juice (freshly squeezed)', 'Top up with Thomas Henry Soda Water']",SHAKE first three ingredients with ice and strain into ice-filled glass. TOP with soda water.,https://www.diffordsguide.com/cocktails/recipe/1210/lychee-rickey,Fizz or Highball (8oz to 10oz),Length of lime peel,,
Mad Monk Milkshake,"['1 shot Irish cream liqueur', '2 shot Hazelnut liqueur', '1⁄4 shot Bebo Coffee Liqueur', '2 shot Milk (whole milk/full 3-4% fat)', '1 shot Single cream / half-and-half']",SHAKE all ingredients with ice and strain into ice-filled glass.,https://www.diffordsguide.com/cocktails/recipe/1215/mad-monk-milkshake,Collins glass,Cord around glass,,
Madras,"['2 shot Ketel One Vodka', '3 shot Cranberry juice (sweetened)', '2 shot Orange juice (freshly squeezed)']",SHAKE all ingredients with ice and strain into ice-filled glass.,https://www.diffordsguide.com/cocktails/recipe/1216/madras,Collins glass,Orange slice,,
Magic Bus,"['1 shot Patrón Reposado tequila', '1 shot De Kuyper Triple Sec (40%)', '1 shot Cranberry juice (sweetened)', '1 shot Orange juice (freshly squeezed)']",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/1227/magic-bus,Martini glass,Lime wedge,,
Mahukona,"['1 shot Bacardi Carta Blanca light rum', '1⁄2 shot De Kuyper Triple Sec (40%)', '1 shot Pineapple juice (fresh pressed)', '1⁄2 shot Lemon juice (freshly squeezed)', ""1⁄4 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", '2 dash Angostura Aromatic Bitters']",BLEND all ingredients with 6oz scoop crushed ice and strain into glass half-filled with crushed ice. Serve with straws.,https://www.diffordsguide.com/cocktails/recipe/2187/mahukona,Sling glass,"Pineapple cubes, Luxardo Maraschino cherry & mint sprig",,
Mambo,"['1 shot Ketel One Vodka', '1 shot De Kuyper Triple Sec (40%)', '1 shot De Kuyper Apricot Brandy liqueur', '1⁄4 shot Italian red bitter liqueur', '3 shot Orange juice (freshly squeezed)']",SHAKE all ingredients with ice and strain into ice-filled glass.,https://www.diffordsguide.com/cocktails/recipe/1229/mambo,Collins glass,Orange slice,,
Mandarine Sour,"['2 shot Mandarine Napoleon liqueur', '1 shot Lemon juice (freshly squeezed)', ""1⁄4 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", '1⁄2 shot Pasteurised egg white (or aquafaba)']",SHAKE all ingredients with ice and strain into ice-filled glass.,https://www.diffordsguide.com/cocktails/recipe/1234/mandarine-sour,Old-fashioned glass,Orange slice,,
